,Company,Y
0,000157.SZ,-0.0959923583931
1,600887.SH,0.0976409129381
2,600276.SH,0.320918393261
3,600009.SH,0.168718402056
4,601328.SH,0.0219365568456
5,600150.SH,-0.0295350410186
6,000728.SZ,-0.293773350155
7,600036.SH,0.268552081052
8,600660.SH,0.113714464608
9,601998.SH,0.0446154283238
10,000738.SZ,-0.0343179892761
11,002456.SZ,-0.173351695301
12,000538.SZ,0.030714319527
13,600031.SH,-0.0597747935202
14,600037.SH,-0.145970560261
15,000977.SZ,0.138316228499
16,601899.SH,-0.0412604327997
17,601225.SH,-0.175292365628
18,000718.SZ,-0.113104262588
19,600737.SH,-0.0635501025156
20,600221.SH,-0.123196004667
21,000002.SZ,0.190121900667
22,002508.SZ,0.223650180345
23,000776.SZ,-0.137760879616
24,002466.SZ,0.310420327895
25,601901.SH,-0.182292385157
26,600436.SH,0.00263804723752
27,601633.SH,0.0492713253295
28,601618.SH,0.369405547794
29,600795.SH,-0.119822647716
30,600170.SH,0.135683506208
31,002081.SZ,-0.249640927455
32,600741.SH,-0.053607598634
33,600362.SH,-0.104514995812
34,002007.SZ,0.0766115670456
35,000402.SZ,-0.135096187246
36,000156.SZ,0.0832450434778
37,601018.SH,0.20664753692
38,002602.SZ,0.283879232005
39,600104.SH,0.0689259609768
40,601989.SH,-0.0381546663003
41,600489.SH,-0.0357150247278
42,601318.SH,0.0217367754709
43,600256.SH,-0.0971005950845
44,601788.SH,-0.141178926852
45,600498.SH,0.0877275002841
46,002074.SZ,0.472091166376
47,600886.SH,-0.121626744348
48,000413.SZ,0.032369710407
49,000338.SZ,-0.175220032701
50,600038.SH,-0.0283436592317
51,600000.SH,0.264428183809
52,002152.SZ,0.0909055922771
53,600029.SH,-0.199171615453
54,600482.SH,0.283879232005
55,601555.SH,-0.181932733807
56,002252.SZ,0.552218292715
57,002304.SZ,0.0694805893487
58,000671.SZ,-0.0298595516443
59,600050.SH,0.111652000264
60,601601.SH,0.0321165998074
61,600518.SH,0.0464223835608
62,600271.SH,0.113575438467
63,600109.SH,-0.220207166127
64,002415.SZ,0.0110945052108
65,002714.SZ,0.041472937056
66,002008.SZ,-0.0378491906975
67,002385.SZ,0.033938459676
68,300315.SZ,0.0941717432319
69,000008.SZ,0.210188086092
70,000750.SZ,-0.177375682805
71,600704.SH,-0.109372895817
72,601958.SH,-0.137512520573
73,600023.SH,0.0146202444773
74,600682.SH,0.283879232005
75,300017.SZ,0.419374293975
76,002027.SZ,0.994416337376
77,601216.SH,-0.021296486845
78,600061.SH,-0.326104590505
79,600871.SH,0.0264317563071
80,300070.SZ,0.17934508456
81,002465.SZ,0.0770094474133
82,600688.SH,-0.121597799797
83,601668.SH,-0.0199709240826
84,300133.SZ,0.187569643546
85,000623.SZ,-0.0268374915447
86,600690.SH,-0.108411106396
87,002736.SZ,-0.126884519479
88,002475.SZ,0.158489721362
89,601390.SH,0.0826800314718
90,601169.SH,0.0753590526326
91,601766.SH,-0.00954569439364
92,600547.SH,-0.0149057459039
93,601877.SH,0.283879232005
94,601336.SH,-0.126253844795
95,002153.SZ,-0.0731492963824
96,002146.SZ,-0.116889929966
97,002470.SZ,0.103274249798
98,600018.SH,0.164640755051
99,601288.SH,0.1391423899
100,600068.SH,-0.103671596897
101,600340.SH,0.00310690698468
102,000333.SZ,-0.0393530912275
103,300033.SZ,-0.256655181868
104,601600.SH,-0.21559500564
105,000063.SZ,0.0770391612454
106,600663.SH,0.21511511706
107,601333.SH,-0.197490355105
108,601099.SH,-0.199917064292
109,000938.SZ,0.0562772830122
110,600588.SH,-0.189745525938
111,002352.SZ,0.115792655905
112,002230.SZ,0.0508864746328
113,000555.SZ,-0.0531249837743
114,600028.SH,-0.0323401378902
115,600606.SH,-0.180713657387
116,600115.SH,-0.124358199855
117,002424.SZ,0.155822214257
118,000100.SZ,-0.0490313577225
119,002174.SZ,0.250865836793
120,600522.SH,-0.000752802627242
121,600369.SH,0.0382245390732
122,000858.SZ,0.0955485935223
123,601111.SH,-0.223971009541
124,600585.SH,0.0694362043011
125,002558.SZ,0.283879232005
126,000768.SZ,-0.201448964103
127,600157.SH,-0.115830912923
128,600153.SH,0.283879232005
129,601818.SH,0.00807029517891
130,002299.SZ,0.0219120969726
131,600820.SH,0.156908805439
132,600816.SH,0.00475958265293
133,600332.SH,0.0195114159128
134,600674.SH,0.110434539745
135,300059.SZ,-0.14582974028
136,600030.SH,-0.205002979534
137,600177.SH,-0.0490860395892
138,002555.SZ,0.0921103360808
139,601088.SH,-0.0221903460855
140,000540.SZ,-0.133584616716
141,000425.SZ,0.206951462361
142,300024.SZ,0.0177679936248
143,600118.SH,-0.0879592581737
144,601800.SH,-0.0400852650366
145,601939.SH,0.0423622659369
146,600352.SH,-0.0485140828046
147,600048.SH,-0.0164699540474
148,000651.SZ,-0.182422054095
149,600015.SH,0.103507230047
150,000961.SZ,-0.209806455554
151,601398.SH,0.140447596616
152,002310.SZ,0.283879232005
153,600074.SH,-0.0598333428455
154,600008.SH,-0.102199199368
155,601628.SH,0.099190771541
156,600406.SH,-0.0302801458437
157,600089.SH,0.00298266609897
158,600703.SH,-0.0857786707462
159,000001.SZ,0.00534122264741
160,600383.SH,0.237012984417
161,000793.SZ,-0.252015957849
162,000423.SZ,0.0612118709215
163,002142.SZ,-0.0642956576863
164,000895.SZ,0.109005035548
165,600649.SH,0.651782394832
166,002450.SZ,0.273770507052
167,600066.SH,0.19871482386
168,000709.SZ,-0.2718142213
169,600100.SH,-0.0280609972402
170,603993.SH,0.137725385851
171,002426.SZ,0.0666589522845
172,600837.SH,-0.124090619034
173,000983.SZ,-0.148567032069
174,000792.SZ,-0.117832013322
175,601607.SH,0.066974852736
176,600446.SH,0.106404573763
177,000826.SZ,0.150448081767
178,000783.SZ,-0.0516660651677
179,000686.SZ,-0.15113520923
180,601166.SH,0.12783455395
181,600900.SH,0.283879232005
182,600297.SH,0.19373656015
183,000625.SZ,-0.0182881243815
184,600085.SH,-0.085780113814
185,600373.SH,0.163276216929
186,002673.SZ,-0.145409470924
187,600718.SH,-0.0749386108346
188,601866.SH,0.202459607788
189,002044.SZ,-0.154878020069
190,000559.SZ,0.170430365257
191,600739.SH,-0.068679906027
192,300124.SZ,0.027850901555
193,601888.SH,0.0780914506543
194,002024.SZ,0.0760347672149
195,601857.SH,0.0217709698965
196,600060.SH,-0.171576831131
197,002411.SZ,-0.0228410436988
198,300144.SZ,-0.00534717078737
199,600827.SH,0.14289997489
200,000876.SZ,0.276325673367
201,600016.SH,0.143592442844
202,002049.SZ,-0.0765521833988
203,600895.SH,-0.0601232203899
204,601377.SH,-0.144042391508
205,002065.SZ,-0.106029132934
206,002131.SZ,0.0487803062924
207,000060.SZ,-0.211004595396
208,000963.SZ,0.261069130388
209,601992.SH,-0.0765673389681
210,601608.SH,-0.147308009578
211,600637.SH,0.0212967091113
212,300104.SZ,0.0736784914512
213,002594.SZ,0.370529014928
214,601006.SH,-0.0874078967081
215,000415.SZ,0.0058523261752
216,000630.SZ,0.283879232005
217,600196.SH,0.0490097150698
218,600485.SH,-0.294966145468
219,601727.SH,0.0391196759012
220,600893.SH,0.0551570749122
221,600549.SH,-0.114754025398
222,601872.SH,-0.18091961857
223,000839.SZ,0.283879232005
224,002195.SZ,-0.0912752797381
225,600010.SH,-0.0321155664347
226,600535.SH,-0.0497320673125
227,000725.SZ,-0.178610462966
228,000627.SZ,-0.0542483393234
229,002241.SZ,-0.0573461158779
230,601718.SH,0.0842606687499
231,000069.SZ,-0.16411888286
232,002236.SZ,0.343087885577
233,601186.SH,0.150846537529
234,601669.SH,-0.0661992609308
235,000503.SZ,-0.224898340293
236,300072.SZ,0.218916137949
237,002183.SZ,0.283879232005
238,300251.SZ,0.387898373855
239,600372.SH,-0.0798539464249
240,601117.SH,-0.0734042325621
241,002500.SZ,-0.0773495815545
242,600309.SH,-0.0564865568698
243,600019.SH,-0.0769398050732
244,601118.SH,0.0390824034617
245,600111.SH,-0.0187575698098
246,300168.SZ,-0.0962044625851
247,600021.SH,-0.0262798867223
248,600705.SH,-0.056698738635
249,600583.SH,-0.172911294208
250,600519.SH,0.110764045773
251,600999.SH,-0.110149027126
252,002292.SZ,0.0569264998559
253,000568.SZ,-0.0657601066764
254,601688.SH,-0.114361471714
255,601933.SH,0.170620711639
256,601988.SH,0.0753078034334
257,600188.SH,-0.105148893865
258,600570.SH,-0.326296133629
259,600685.SH,-0.107441174274
260,000917.SZ,0.283879232005
261,600415.SH,-0.22266377829
262,600233.SH,0.0657704006043
263,002202.SZ,-0.00709702129336
264,601009.SH,-0.0585970561265
265,300027.SZ,0.321644853717
266,600804.SH,0.00494022174684
267,000959.SZ,-0.0889405354371
268,600376.SH,-0.236079259867
269,000009.SZ,-0.0656198572484
270,601919.SH,0.215522857197
271,600208.SH,-0.0619375010629
