,Company,diff_csi300_LAST,norm_diff_csi300_LAST
0,000157.SZ,0.0138634639022,-0.307714872967
1,600887.SH,0.15413245954,0.0535417534891
2,600276.SH,0.163882531879,0.0786526357972
3,600009.SH,0.219042685295,0.220715183882
4,601328.SH,0.243532222424,0.283786909223
5,600150.SH,0.0500642584048,-0.214481319554
6,000728.SZ,0.0171660832603,-0.299209122125
7,600036.SH,0.108168830691,-0.0648355502222
8,600660.SH,-0.203715189176,-0.868079120551
9,601998.SH,-0.0458294505608,-0.46145134769
10,000738.SZ,0.313523106871,0.464045352531
11,002456.SZ,0.164936497183,0.0813670770613
12,000538.SZ,0.200322388181,0.172501882354
13,600031.SH,-0.133735005465,-0.687848236517
14,600037.SH,0.0843813400834,-0.126099185636
15,000977.SZ,-0.085376637021,-0.563303386349
16,601899.SH,0.0913695017614,-0.108101482712
17,601225.SH,-0.0881085808624,-0.570339387508
18,000718.SZ,0.520086948153,0.996041436982
19,600737.SH,0.821113803744,1.77132285843
20,600221.SH,0.384936827426,0.64796824763
21,000002.SZ,-0.0434080670702,-0.45521518105
22,002508.SZ,0.0991163877723,-0.0881497186525
23,000776.SZ,-0.276200400819,-1.0547615938
24,002466.SZ,-0.00653768434738,-0.360257132637
25,601901.SH,-0.250637162232,-0.988924597599
26,600436.SH,0.342324775624,0.538222783137
27,601633.SH,-0.259104251858,-1.01073121438
28,601618.SH,0.194074631406,0.15641105968
29,600795.SH,0.508244838554,0.965542604761
30,600170.SH,0.0217847509817,-0.287313946629
31,002081.SZ,-0.290052901265,-1.09043809919
32,600741.SH,-0.026033845431,-0.410468637681
33,600362.SH,-0.06401668604,-0.508291772431
34,002007.SZ,-0.0397744948571,-0.445857075692
35,000402.SZ,0.115004949359,-0.047229427379
36,000156.SZ,-0.363898890672,-1.2806251957
37,601018.SH,0.418837368989,0.735277600809
38,002602.SZ,-0.0940609618148,-0.585669482747
39,600104.SH,-0.184990927372,-0.819855608137
40,601989.SH,0.380061584289,0.635412273439
41,600489.SH,-0.0702183522924,-0.524263890992
42,601318.SH,-0.0467160370028,-0.463734712061
43,600256.SH,-0.0328398764055,-0.427997270992
44,601788.SH,-0.125602641892,-0.666903691958
