,Company,Y
0,002475.SZ,-0.132453480347
1,002470.SZ,0.165168671797
2,600036.SH,-0.0515514837888
3,002146.SZ,-0.00807686382632
4,601988.SH,-0.0712273858728
5,000895.SZ,-0.193812699571
6,600048.SH,-0.0126017267997
7,000718.SZ,0.0999112809297
8,002304.SZ,0.112428582139
9,600031.SH,0.0535609565966
10,601688.SH,0.0809986415245
11,002230.SZ,0.0452208531059
12,000750.SZ,-0.0610538617985
13,601989.SH,0.229093437063
14,601818.SH,0.0375633897259
15,000009.SZ,0.435829493287
16,600446.SH,0.209714044653
17,600583.SH,-0.0256630351223
18,601618.SH,0.437464158766
19,000876.SZ,0.135180235792
20,002252.SZ,0.252697929781
21,601933.SH,0.113544373232
22,002049.SZ,0.292437831364
23,600118.SH,0.166666051133
24,300027.SZ,-0.149110151656
25,600606.SH,0.0820617654626
26,601169.SH,0.0903168233426
27,600804.SH,0.0332936504371
28,300168.SZ,0.372593150855
29,000728.SZ,0.320771368797
30,000983.SZ,0.115200083685
31,002027.SZ,0.212960542546
32,600637.SH,-0.131501358476
33,600522.SH,0.0999932195537
34,601668.SH,0.0716236415245
35,600111.SH,-0.0215947869456
36,600008.SH,0.114588797918
37,601899.SH,0.048335153786
38,600015.SH,-0.0380210133173
39,000783.SZ,0.329202071833
40,600028.SH,-0.108095385917
41,002236.SZ,-0.108480229494
42,002415.SZ,0.0231156780313
43,000625.SZ,-0.0185745292073
44,600535.SH,-0.0590033816749
45,601288.SH,-0.0690013584755
46,000651.SZ,-0.189906195729
47,600074.SH,0.0544794216262
48,600704.SH,0.0472440289783
49,601186.SH,0.0348352751878
50,002174.SZ,-0.201368025142
51,600085.SH,-0.033662288001
52,600703.SH,-0.134392874973
53,600585.SH,-0.0385989709492
54,601390.SH,0.112135005161
55,600309.SH,0.0103143324998
56,600340.SH,-0.129125341085
57,601958.SH,0.087484617792
58,000826.SZ,-0.0886691243765
59,000157.SZ,0.00759783806339
60,601608.SH,0.558153813938
61,601009.SH,0.059527257147
62,000069.SZ,0.0305310124262
63,000402.SZ,0.0501071392483
64,601901.SH,-0.00153745955858
65,002424.SZ,0.490536556216
66,300124.SZ,-0.167060659086
67,601628.SH,0.0107988364562
