,Company,diff_csi300_LAST,norm_diff_csi300_LAST
0,002475.SZ,0.15162382362,0.486337479506
1,002470.SZ,-0.0287926567497,-0.412500593252
2,600036.SH,-0.0226055921951,-0.381676529015
3,002146.SZ,0.310715107963,1.27893305126
4,601988.SH,0.0641565168541,0.0505738215429
5,000895.SZ,-0.0898208360512,-0.716544053998
6,600048.SH,-0.00191215562615,-0.278581464716
7,000718.SZ,0.014211063171,-0.198255305594
8,002304.SZ,0.280657076121,1.12918340889
9,600031.SH,-0.0583019983715,-0.559516651304
10,601688.SH,-0.0785248191375,-0.660267099411
11,002230.SZ,0.0160894512594,-0.188897143159
12,000750.SZ,-0.071128146817,-0.623416748048
13,601989.SH,-0.0901188750517,-0.718028889532
14,601818.SH,0.00692224739086,-0.23456831378
15,000009.SZ,0.191099078221,0.683003890991
16,600446.SH,0.855016611669,3.99065269897
17,600583.SH,0.0615236254289,0.0374567102375
18,601618.SH,0.036324927031,-0.0880836475925
19,000876.SZ,-0.107174964639,-0.803002627307
20,002252.SZ,0.143229463755,0.444516631281
21,601933.SH,0.00280308760843,-0.255090040136
22,002049.SZ,-0.165725343032,-1.09470164043
23,600118.SH,-0.0382066851066,-0.459401447807
24,300027.SZ,-0.0696003563439,-0.615805269088
25,600606.SH,0.777363295534,3.60378251464
26,601169.SH,0.0854068672886,0.156443440498
27,600804.SH,0.0444065300963,-0.0478209592332
28,300168.SZ,0.476286138595,2.10381083278
29,000728.SZ,-0.0773237345217,-0.654283274768
30,000983.SZ,-0.189068536525,-1.21099784024
31,002027.SZ,0.2316866158,0.885211715805
32,600637.SH,-0.0556098845463,-0.546104492962
33,600522.SH,0.13975333383,0.427198490965
34,601668.SH,0.00212135796293,-0.258486429199
35,600111.SH,-0.0253895058048,-0.395546035496
36,600008.SH,0.0519540872632,-0.0102188969159
37,601899.SH,0.0499438288536,-0.0202340396064
38,600015.SH,0.0605131550487,0.0324225290625
39,000783.SZ,-0.136774079972,-0.950465939565
40,600028.SH,0.198938440961,0.722059733796
41,002236.SZ,-0.224996103223,-1.38998960831
42,002415.SZ,-0.165022545665,-1.0912002916
43,000625.SZ,-0.0884592540756,-0.709760628691
44,600535.SH,-0.0152695058629,-0.345128018109
45,601288.SH,0.0509157873955,-0.0153917250862
46,000651.SZ,-0.0670282809676,-0.602991144405
47,600074.SH,0.0756507697276,0.107838391163
48,600704.SH,-0.193974175759,-1.23543782103
49,601186.SH,-0.0294075960311,-0.415564231548
50,002174.SZ,0.29277675398,1.18956385677
51,600085.SH,-0.11358503427,-0.834937706752
52,600703.SH,-0.00662925564936,-0.302082139849
53,600585.SH,0.039046647919,-0.0745239863437
54,601390.SH,0.00921720329407,-0.223134803178
55,600309.SH,-0.0803806497599,-0.669512880155
56,600340.SH,0.451885259472,1.98224522459
57,601958.SH,-0.0785202967982,-0.660244569038
58,000826.SZ,-0.13468756393,-0.940070880014
59,000157.SZ,-0.0307575947422,-0.422289948829
60,601608.SH,0.031918991302,-0.110034096749
61,601009.SH,0.034334778909,-0.0979986004773
62,000069.SZ,-0.0545387129209,-0.540767897118
63,000402.SZ,0.0411907750089,-0.0638419075375
64,601901.SH,-0.0105847194929,-0.321788330163
65,002424.SZ,0.0086584459314,-0.225918542169
66,300124.SZ,0.290040768815,1.17593313064
67,601628.SH,-0.0366550845137,-0.451671346412
68,600050.SH,0.0296256651251,-0.121459488026
69,000938.SZ,-0.0877177121444,-0.70606625377
70,601872.SH,0.0436222999767,-0.0517280074574
71,601118.SH,-0.0198989684923,-0.368192082208
72,601939.SH,0.0423174363943,-0.0582288607346
73,601992.SH,0.0271486299273,-0.13380012087
74,002508.SZ,-0.0613754693394,-0.574828737627
75,002081.SZ,-0.104526289549,-0.789806881506
76,002074.SZ,0.379089431438,1.61957513125
77,600887.SH,-0.00751183377101,-0.306479159546
78,600372.SH,-0.137589747391,-0.954529608969
79,600383.SH,0.111527899557,0.286578881865
80,601607.SH,-0.030454789298,-0.420781366789
81,000156.SZ,0.317998988493,1.31522147194
82,601099.SH,0.127165921243,0.364487780458
83,600518.SH,-0.0243492302724,-0.390363364529
84,600196.SH,0.0980799355687,0.21958088917
85,002450.SZ,-0.107043999451,-0.80235015644
86,000792.SZ,-0.0301621834492,-0.419323599313
87,601718.SH,0.0157916147981,-0.190380969639
88,600588.SH,0.323495314347,1.34260426384
89,600362.SH,-0.0504971278074,-0.520632649125
90,600100.SH,-0.0325110127863,-0.431025508309
91,601333.SH,0.0175467941925,-0.18163663508
92,600170.SH,0.0644113067242,0.0518431891492
93,600009.SH,-0.0467728706995,-0.502078334827
94,600690.SH,-0.091534813818,-0.725083121325
95,000063.SZ,0.0427520976377,-0.0560633707888
96,600030.SH,-0.0984993264879,-0.759780445722
97,000002.SZ,0.0831202153264,0.145051300276
98,600297.SH,0.424225272148,1.84444268212
99,600498.SH,-0.0665723101643,-0.600719489857
100,600066.SH,-0.00976507054739,-0.317704824726
101,002352.SZ,-0.0735184145624,-0.635325103921
102,601919.SH,0.165767048797,0.556799275652
103,002065.SZ,0.269754858045,1.07486836703
104,603993.SH,-0.0667780158796,-0.601744319342
105,002131.SZ,0.295612845232,1.20369331318
106,600038.SH,0.00589485348429,-0.23968680826
107,601633.SH,-0.13575232741,-0.945375550363
108,601018.SH,0.0186165491953,-0.176307096874
109,600827.SH,0.111105315182,0.28447355909
110,000060.SZ,-0.00713700986866,-0.304611780284
111,002673.SZ,-0.0786970563593,-0.661125188274
112,000100.SZ,0.185523381193,0.655225670505
113,600705.SH,-0.0350869727498,-0.443858986073
114,300144.SZ,0.341877561196,1.43418494038
115,000768.SZ,-0.0428393134457,-0.482481283527
116,002310.SZ,-0.216858756396,-1.34944920355
117,600886.SH,0.246201345912,0.957524356055
118,000623.SZ,-0.0532911970572,-0.534552751183
119,002594.SZ,0.352455440641,1.48688412149
120,601398.SH,0.0394805569617,-0.0723622438747
121,002202.SZ,0.189521896142,0.675146342184
122,300315.SZ,0.197689409469,0.715837036975
123,000425.SZ,-0.0465594144544,-0.501014892066
124,600000.SH,0.106359545743,0.260830052421
125,600737.SH,0.0117390204718,-0.210571065723
126,002299.SZ,-0.016718708184,-0.352347969516
127,600519.SH,0.280658459492,1.12919030087
128,600037.SH,0.116782548612,0.31275763571
129,600820.SH,0.175941668744,0.607489410861
130,600276.SH,-0.0428325510504,-0.482447593155
131,600900.SH,-0.011277755707,-0.325241048749
132,601600.SH,0.0727689253472,0.0934809918631
133,000959.SZ,0.114866456002,0.303211628689
134,000568.SZ,-0.0737986079496,-0.636721032296
135,601727.SH,0.133878617829,0.397930552704
136,601111.SH,-0.0532275118953,-0.534235470588
137,002292.SZ,0.00486881249336,-0.244798562491
138,300017.SZ,0.31623244034,1.30642049802
139,000559.SZ,0.877931320502,4.10481418069
140,601866.SH,-0.0568793507543,-0.552428995898
141,600795.SH,0.0799121619164,0.129068721864
142,600485.SH,-0.0867542060844,-0.701266049663
143,600188.SH,-0.202704208627,-1.27893099806
144,600369.SH,-0.0816526010589,-0.675849763858
145,002385.SZ,-0.180599230272,-1.1688036078
146,600649.SH,-0.0780534465285,-0.657918712797
147,601788.SH,-0.0300487121377,-0.418758283247
148,002500.SZ,0.00954669096533,-0.221493289815
149,000793.SZ,0.191794477495,0.686468382385
150,600332.SH,0.00812166235377,-0.228592807377
151,601006.SH,-0.0209224389951,-0.373291030222
152,600549.SH,0.0515591425554,-0.0121865183839
153,300104.SZ,-0.00888480642805,-0.313319333429
154,601166.SH,0.0144139673144,-0.19724443359
155,600739.SH,-0.134142504541,-0.937355384567
156,600999.SH,-0.125257289296,-0.89308908622
157,600157.SH,-0.1487869083,-1.0103140612
158,600068.SH,0.0526291869938,-0.00685553820522
159,601117.SH,-0.147388445959,-1.00334689727
160,000001.SZ,-0.0451618246463,-0.494052075105
161,002426.SZ,0.259039474047,1.02148413582
162,601669.SH,-0.0320415379647,-0.428686576505
163,600177.SH,0.0223237735299,-0.157837640152
164,600682.SH,0.100277104247,0.230527222102
165,601998.SH,0.272620466697,1.08914487965
166,600871.SH,0.108649335007,0.272237822739
167,600256.SH,-0.0856486036552,-0.69575791895
168,601318.SH,-0.0242820109132,-0.390028476501
169,300070.SZ,-0.118535795319,-0.859602485216
170,600436.SH,-0.129212104828,-0.912792046633
171,000917.SZ,-0.099732635699,-0.765924813865
172,300059.SZ,0.233730079142,0.895392286051
173,600104.SH,0.0550746380404,0.00532774184337
174,600376.SH,0.0497935465686,-0.020982748589
175,600271.SH,0.0404305714339,-0.0676292550949
