,X_1,X_2,X_3,Y
0,-0.943714755282,0.486337479506,-0.176381669838,0.272114614397
1,-0.663214633112,-0.412500593252,-0.273571099682,0.00731666043277
2,0.831510567164,-0.381676529015,1.44961655959,0.0360980274461
3,0.0608467041534,1.27893305126,-0.216517781926,-0.22416849986
4,1.57660391936,0.0505738215429,4.20123811554,0.0545524303727
5,-0.981900769448,-0.716544053998,0.0151174855402,-0.060494387206
6,1.03668859168,-0.278581464716,0.100482235459,0.0109552687858
7,-0.199967538973,-0.198255305594,-0.318352111317,0.0448004961752
8,-0.417361538803,1.12918340889,0.0416389445392,0.0646009267963
9,-0.118337308372,-0.559516651304,-0.0178357016911,-0.100004058091
10,0.332196914941,-0.660267099411,0.0160392780469,0.00616414659289
11,-0.955708007542,-0.188897143159,-0.245899230611,0.00265481379021
12,-1.01155908258,-0.623416748048,-0.322741710266,-0.0382401130012
13,-0.00329889852357,-0.718028889532,0.249293516822,0.0347962413254
14,1.14501560472,-0.23456831378,0.49638979091,0.0193361770474
15,-0.317014518,0.683003890991,-0.260617376497,-0.0378832647123
16,-0.899219175563,3.99065269897,-0.309166263492,0.115341895795
17,-0.293055316806,0.0374567102375,-0.122263454505,-0.0297430942688
18,2.41225673939,-0.0880836475925,-0.131276072972,0.0110497783939
19,0.170893651402,-0.803002627307,-0.260252706542,-0.0216004876947
20,-1.17964589406,0.444516631281,-0.109051113626,0.243802549025
21,-0.688865055489,-0.255090040136,-0.208490261364,0.0347757600146
22,-0.947501656394,-1.09470164043,-0.333589285701,0.26388851256
23,-0.830537303327,-0.459401447807,-0.197800423476,0.124344946414
24,-1.06488593602,-0.615805269088,-0.209093478788,0.00393202935222
25,0.509643514653,3.60378251464,-0.337300730613,-0.110987871094
26,1.38379922272,0.156443440498,0.13453637753,0.0563078511119
27,-0.798108405615,-0.0478209592332,-0.208568907766,0.0609590630698
28,-0.848252732051,2.10381083278,-0.291771596616,-0.0678600086746
29,0.452240668777,-0.654283274768,-0.207656311994,0.0971848485107
30,0.703944745443,-1.21099784024,-0.226720924794,0.00498946933448
31,-0.477151463384,0.885211715805,-0.361180317491,0.154472631011
32,-1.09072485064,-0.546104492962,-0.132524237477,-0.00798912890986
33,0.267805870548,0.427198490965,-0.296431366289,0.129248890632
34,2.42305591598,-0.258486429199,0.397347864037,0.0093789346178
35,-0.870533037732,-0.395546035496,-0.118459819967,-0.0147821300452
36,0.104456827956,-0.0102188969159,-0.251094923749,-0.0470942577777
37,0.199448882506,-0.0202340396064,-0.0664812300968,-0.0381563503845
38,1.15940977017,0.0324225290625,0.103084745293,-0.0349058185631
39,-0.139516802829,-0.950465939565,-0.18080126169,0.165516096862
40,1.31195940325,0.722059733796,3.72166309163,0.0727742114277
41,-1.1137153729,-1.38998960831,-0.220040820653,-0.0603505634274
42,-1.04869481454,-1.0912002916,0.111915962309,-0.035681016627
43,-0.551910651096,-0.709760628691,-0.0317842741804,0.290769010028
44,-1.09019001757,-0.345128018109,-0.0274983399719,-0.00311067348691
46,-0.548542138217,-0.602991144405,0.402263239382,0.0985508641853
48,0.127539363039,-1.23543782103,-0.318371592999,0.00485089560701
49,1.82480053031,-0.415564231548,0.032685139577,0.0913320057013
50,-1.14103417759,1.18956385677,-0.330828545925,-0.0967415339481
51,-0.675153483518,-0.834937706752,-0.176704378964,-0.00185763331979
52,-0.864648596051,-0.302082139849,-0.0957396882705,0.0233915874499
53,0.0841293980861,-0.0745239863437,0.210280092848,-0.0235758181645
54,2.47794853131,-0.223134803178,0.0130382576309,0.0234684655613
55,-0.731705643482,-0.669512880155,-0.0599028236162,-0.100672732617
56,-0.741512430413,1.98224522459,-0.251876608445,-0.0965626216665
57,0.00519009193508,-0.660244569038,-0.189128241631,0.150809289531
58,-0.869542037612,-0.940070880014,-0.216314877834,0.0782921029553
59,0.975442767654,-0.422289948829,-0.11811820324,-0.0968665338202
60,0.610352691004,-0.110034096749,-0.352650579627,-0.0339331056455
