,Company,Y
0,002475.SZ,-0.600205831186
1,002470.SZ,-0.364472795928
2,600036.SH,0.151483581684
3,002146.SZ,0.0463376364367
4,601988.SH,0.0894770728622
5,000895.SZ,-0.505276733145
6,600048.SH,0.504187015135
7,000718.SZ,-0.208425515993
8,002304.SZ,-0.193231158583
9,600031.SH,0.260578068585
10,601688.SH,1.23809850657
11,002230.SZ,-0.593960714586
12,000750.SZ,0.285001740453
13,601989.SH,-0.0410350633685
14,601818.SH,0.314593351932
15,000009.SZ,-0.470972448571
16,600446.SH,-0.30835582038
17,600583.SH,-0.15340718956
18,601618.SH,0.499648296987
19,000876.SZ,-0.466442532813
20,002252.SZ,-0.415720647794
21,601933.SH,-0.338580813969
22,002049.SZ,-0.735764104653
23,600118.SH,-0.258251618181
24,300027.SZ,-0.323246584134
25,600606.SH,-0.100290666918
26,601169.SH,-0.0837995052109
27,600804.SH,-0.376464877466
28,300168.SZ,0.228549082028
29,000728.SZ,0.827937118234
30,000983.SZ,-0.194360622963
31,002027.SZ,-0.684962593145
32,600637.SH,-0.261334029689
33,600522.SH,-0.490582758328
34,601668.SH,0.702645299984
35,600111.SH,-0.258796809673
36,600008.SH,0.0868930935341
37,601899.SH,-0.080510574165
38,600015.SH,0.13986297052
39,000783.SZ,1.01743520687
40,600028.SH,-0.221431884661
41,002236.SZ,-0.649255511905
42,002415.SZ,-0.284526300889
43,000625.SZ,-0.246195602703
44,600535.SH,-0.456945351457
45,601288.SH,0.0447894303634
46,000651.SZ,-0.10678163724
47,600074.SH,-0.558053613432
48,600704.SH,-0.381920547392
49,601186.SH,1.46970370847
50,002174.SZ,-0.501599308618
51,600085.SH,-0.261133651035
52,600703.SH,-0.524428966954
53,600585.SH,-0.160223114111
54,601390.SH,1.52535358585
55,600309.SH,-0.187168656895
56,600340.SH,0.282654679348
57,601958.SH,-0.356026117095
58,000826.SZ,-0.29768928837
59,000157.SZ,-0.0016479583871
60,601608.SH,-0.0910467222795
61,601009.SH,0.182515429854
62,000069.SZ,0.0683688621361
63,000402.SZ,0.469218101508
64,601901.SH,0.850120508482
65,002424.SZ,-0.419110081231
66,300124.SZ,-0.475331072514
67,601628.SH,0.75083908572
68,600050.SH,-0.0634878288798
69,000938.SZ,-0.542093432155
70,601872.SH,0.433459331313
71,601118.SH,-0.403739981401
72,601939.SH,0.208439505778
73,601992.SH,0.0863852594464
74,002508.SZ,-0.357978441303
75,002081.SZ,-0.578077348154
