,Company,diff_csi300_LAST,end_price,qtr_return,start_price,norm_diff_csi300_LAST
64,002415.SZ,-0.28452630088883324,187.25,0.16088034717916916,161.3,-0.428643251726
65,002714.SZ,-0.6449724161157679,44.24,-0.19956576804776552,55.27,-1.19433644559
66,002008.SZ,-0.628541371669459,197.42,-0.18313472360145655,241.68,-1.15943209132
67,002385.SZ,-0.47233914194698107,55.64,-0.02693249387897865,57.18,-0.827612773224
68,300315.SZ,-0.4454066480680024,101.25,0.0,101.25,-0.770400262433
69,000008.SZ,-0.07763552690404596,111.87,0.36777112116395644,81.79,0.0108533909627
70,000750.SZ,0.28500174045296883,125.42,0.7304083885209712,72.48,0.781201234163
71,600704.SH,-0.38192054739181897,84.93,0.06348610067618342,79.86,-0.635537177109
72,601958.SH,-0.3560261170945511,12.31,0.0893805309734513,11.3,-0.580529817618
73,600023.SH,-0.1762773604690579,9.62,0.2691292875989445,7.58,-0.198690775002
74,600682.SH,-0.3864187894669493,98.56,0.05898785860105307,93.07,-0.645092761691
75,300017.SZ,-0.5834629140526572,168.51,-0.13805626598465479,195.5,-1.06367223505
76,002027.SZ,-0.6849625931454197,26.03,-0.23955594507741737,34.23,-1.27928730254
77,601216.SH,-0.20536280444359625,33.94,0.24004384362440614,27.37,-0.260476782816
78,600061.SH,2.1322263595324316,131.8,2.577633007600434,36.84,4.70524773823
79,600871.SH,-0.22647173682539887,14.42,0.21893491124260353,11.83,-0.305318342127
80,300070.SZ,-0.29539065976230594,251.75,0.15001598830569643,218.91,-0.451722334268
81,002465.SZ,-0.3463542611557907,61.47,0.09905238691221167,55.93,-0.559983960827
82,600688.SH,-0.32703930112922697,13.7,0.11836734693877546,12.25,-0.518953324604
83,601668.SH,0.7026452999839456,8.27,1.148051948051948,3.85,1.66839856404
84,300133.SZ,-0.5853311020013247,261.85,-0.13992445393332228,304.45,-1.06764081381
85,000623.SZ,0.4111091366003264,528.68,0.8565157846683288,284.77,1.04909030508
86,600690.SH,-0.2707502745037019,311.93,0.17465637356430047,265.55,-0.399378933994
87,002475.SZ,-0.6002058311857696,124.16,-0.15479918311776725,146.9,-1.09923909831
88,601390.SH,1.5253535858501264,10.16,1.9707602339181287,3.42,3.41607209527
89,601169.SH,-0.08379950521085944,18.3,0.36160714285714296,13.44,-0.00224070559499
90,601766.SH,-0.23307788094471468,7.08,0.21232876712328771,5.84,-0.319351728467
91,600547.SH,-0.24601304277583047,217.57,0.19939360529217193,181.4,-0.346829803433
92,601877.SH,-0.24652067165909008,36.59,0.1988859764089123,30.52,-0.347908155965
93,601336.SH,0.5789835958344367,50.63,1.024390243902439,25.01,1.40570485974
94,002153.SZ,-0.5105204913059884,374.88,-0.06511384323798601,400.99,-0.908721150042
95,002146.SZ,0.04633763643665456,70.47,0.49174428450465696,47.24,0.274208725869
96,002470.SZ,-0.3644727959279245,27.78,0.0809338521400779,25.7,-0.598473039143
97,600018.SH,-0.2341604474600997,7.97,0.2112462006079027,6.58,-0.321651417041
98,601288.SH,0.04478943036337002,4.56,0.4901960784313724,3.06,0.270919882397
99,600068.SH,0.5107779195938822,50.45,0.9561845676618846,25.79,1.26081601263
100,600340.SH,0.28265467934777316,342.64,0.7280613274157756,198.28,0.776215388463
101,000333.SZ,-0.06578415192008263,71.63,0.37962249614791976,51.92,0.0360291850128
102,300033.SZ,0.4052149332348322,186.08,0.8506215813028346,100.55,1.03656928957
103,601600.SH,0.16317921051785628,6.37,0.6085858585858587,3.96,0.522414474952
104,000063.SZ,-0.25411214302581275,231.54,0.19129450504218962,194.36,-0.364034666174
105,600663.SH,0.6299062565500382,192.34,1.0753129046180405,92.68,1.5138795163
106,601333.SH,0.07548471683450458,5.46,0.520891364902507,3.59,0.336125667511
107,601099.SH,0.7240072713459171,23.69,1.1694139194139195,10.92,1.71377765231
108,000938.SZ,-0.5420934321547125,73.34,-0.09668678408671012,81.19,-0.97579133029
109,600588.SH,-0.03795955457751227,472.86,0.40744709349049013,335.97,0.0951367850314
110,002352.SZ,-0.5268546118689074,26.39,-0.08144796380090497,28.73,-0.943419609574
111,002230.SZ,-0.5939607145863681,156.93,-0.14855406651836578,184.31,-1.08597264024
112,000555.SZ,-0.5232906702765158,59.79,-0.07788402220851333,64.84,-0.935848753057
113,600028.SH,-0.22143188466106234,15.52,0.22397476340694006,12.68,-0.294612218972
114,600606.SH,-0.1002906669177987,1470.01,0.3451159811502037,1092.85,-0.0372727665451
115,600115.SH,0.24727627876126618,6.94,0.6926829268292686,4.1,0.701061296369
116,002424.SZ,-0.41911008123089505,140.5,0.026296566837107335,136.9,-0.714538647067
117,000100.SZ,-0.03814858355187334,10.47,0.40725806451612906,7.44,0.0947352320863
118,002174.SZ,-0.501599308618461,49.38,-0.05619266055045867,52.32,-0.889769943256
119,600522.SH,-0.4905827583283393,49.88,-0.045176110260336896,52.24,-0.866367561539
120,600369.SH,0.6694758584594129,48.6,1.1148825065274153,22.98,1.59793694843
121,000858.SZ,-0.28134091129131394,337.16,0.16406573677668845,289.64,-0.421876550598
122,601111.SH,0.519709631001765,8.45,0.9651162790697674,4.3,1.2797895855
123,600585.SH,-0.16022311411050505,86.48,0.28518353395749735,67.29,-0.16458685031
124,002558.SZ,-0.5155135023812679,35.68,-0.07010685431326552,38.37,-0.919327768995
125,000768.SZ,-0.24591637930062507,155.31,0.19949026876737733,129.48,-0.34662446188
126,600157.SH,-0.5519945578168317,167.89,-0.1065879097488293,187.92,-0.996824223171
127,600153.SH,0.16930583274437222,136.75,0.6147124808123746,84.69,0.535429216246
128,601818.SH,0.3145933519319975,5.72,0.7599999999999999,3.25,0.844062490112
129,002299.SZ,-0.5837010175115321,26.17,-0.13829436944352977,30.37,-1.06417803658
130,600820.SH,-0.09128794123184991,135.29,0.3541187068361525,99.91,-0.0181483385301
131,600816.SH,-0.08150164642632574,124.62,0.36390500164167666,91.37,0.00264061995532
132,600332.SH,-0.47231703141402936,38.33,-0.026910383346026967,39.39,-0.827565803971
133,600674.SH,-0.2781660836226578,172.88,0.16724056444534455,148.11,-0.415132286102
134,300059.SZ,0.33670776177993406,246.11,0.7821144098479365,138.1,0.891039978262
135,600030.SH,1.0997443611898514,167.7,1.5451510092578538,65.89,2.51195335797
136,600177.SH,-0.05538179039820845,173.35,0.39002485766979395,124.71,0.0581268497701
137,002555.SZ,-0.5262844556097293,89.21,-0.08087780754172685,97.06,-0.942208430569
138,601088.SH,-0.14152513632132196,25.53,0.30388151174668043,19.58,-0.124866865194
139,000540.SZ,0.08845110348886415,233.99,0.5338577515568665,152.55,0.363670073153
140,000425.SZ,0.23853449076757033,184.24,0.6839411388355727,109.41,0.682491176492
141,300024.SZ,-0.345128096535969,422.65,0.10027855153203338,384.13,-0.557379227792
142,600118.SH,-0.25825161818119063,466.73,0.18715502988681176,393.15,-0.372828124665
143,601800.SH,1.4844826508249869,15.88,1.9298892988929892,5.42,3.32925025019
144,601939.SH,0.20843950577815168,9.46,0.6538461538461541,5.72,0.618560607671
145,600352.SH,-0.1774317898739201,165.42,0.2679748581940823,130.46,-0.201143121416
146,600048.SH,0.504187015135372,189.52,0.9495936632033743,97.21,1.2468149998
147,000651.SZ,-0.1067816372401792,2318.03,0.3386250108278232,1731.65,-0.0510614899837
148,600015.SH,0.13986297052033597,36.16,0.5852696185883384,22.81,0.472883947313
149,000961.SZ,0.11138740713369605,29.33,0.5567940552016984,18.84,0.412393504621
150,601398.SH,-0.06664913303794234,6.88,0.37875751503006005,4.99,0.0341917115964
151,002310.SZ,-0.4645106358789551,334.77,-0.019103987810952676,341.29,-0.810982731836
152,600074.SH,-0.5580536134318409,55.85,-0.11264696536383852,62.94,-1.00969543318
153,600008.SH,0.08689309353406477,41.51,0.5322997416020672,27.09,0.360360403364
154,601628.SH,0.7508390857203937,38.61,1.196245733788396,17.58,1.77077629032
155,600406.SH,-0.596033179064799,360.61,-0.15062653099679665,424.56,-1.09037516222
156,600089.SH,-0.2036618333323822,406.51,0.2417448147356202,327.37,-0.256863421629
157,600703.SH,-0.5244289669536117,177.85,-0.07902231888560933,193.11,-0.938266828829
158,000001.SZ,0.11673248140124032,1125.49,0.5621391294692427,720.48,0.423748008983
159,600383.SH,-0.06914833847635954,144.92,0.37625830959164286,105.3,0.0288826667394
160,000793.SZ,-0.5535722101537847,142.64,-0.10816556208578224,159.94,-1.00017561914
161,000423.SZ,-0.37567635956128315,341.49,0.06973028850671927,319.23,-0.622272692014
162,002142.SZ,0.08555949561490434,18.54,0.5309661436829067,12.11,0.357527450512
163,000895.SZ,-0.5052767331450317,327.09,-0.05987008507702932,347.92,-0.897581870786
164,600649.SH,-0.4522149831206122,96.28,-0.006808335052609827,96.94,-0.784863161577
165,002450.SZ,-0.5144567939953041,140.35,-0.06905014592730166,150.76,-0.917083010667
166,600066.SH,-0.220495966781813,497.13,0.2249106812861894,405.85,-0.292624055083
167,000709.SZ,0.23491731572427993,35.27,0.6803239637922823,20.99,0.674807236522
168,600100.SH,-0.33620725858555484,239.82,0.10919938948244755,216.21,-0.538428753328
169,603993.SH,-0.2751398119815982,9.21,0.17026683608640417,7.87,-0.40870359815
170,002426.SZ,-0.5573757600371143,20.7,-0.11196911196911195,23.31,-1.00825547389
171,600837.SH,0.8859796631101031,494.93,1.3313863111781055,212.29,2.05785448578
172,000983.SZ,-0.1943606229634,50.83,0.2510460251046024,40.63,-0.237104924662
173,000792.SZ,-0.25954218821562036,106.04,0.18586445985238206,89.42,-0.375569673678
174,601607.SH,-0.33427016333023885,145.97,0.11113648473776352,131.37,-0.534313795252
175,600446.SH,-0.30835582037969766,253.46,0.13705082768830476,222.91,-0.479264135449
176,000826.SZ,-0.29768928837041597,157.88,0.14771735969758645,137.56,-0.456605295149
177,000783.SZ,1.017435206866599,82.85,1.4628418549346014,33.64,2.33710458974
178,000686.SZ,0.6272879088370806,230.38,1.072694556905083,111.15,1.50831737833
179,601166.SH,0.16931937932925784,56.58,0.6147260273972602,35.04,0.535457993162
180,600900.SH,-0.09452082129634892,27.45,0.3508858267716535,20.32,-0.0250159233296
181,600297.SH,-0.4260946384119976,33.78,0.019312009656004846,33.14,-0.729375893662
182,000625.SZ,-0.24619560270311097,109.44,0.19921104536489143,91.26,-0.347217614226
183,600085.SH,-0.26113365103536135,239.46,0.18427299703264105,202.2,-0.378950407158
184,600373.SH,-0.5986639770582304,51.99,-0.15325732899022795,61.4,-1.09596374823
185,002673.SZ,1.1288248758038093,39.36,1.5742315238718116,15.29,2.57372889437
186,600718.SH,-0.44220762300897265,263.42,0.0031990250590297506,262.58,-0.763604595588
187,601866.SH,0.10599522109087628,4.98,0.5514018691588787,3.21,0.400938921041
188,002044.SZ,-0.4454066480680024,27.12,0.0,27.12,-0.770400262433
189,000559.SZ,-0.5515828160768,251.96,-0.10617616800879769,281.89,-0.995949563036
190,600739.SH,-0.12051378503849863,643.05,0.32489286302950376,485.36,-0.0802325967374
191,300124.SZ,-0.4753310725142913,222.06,-0.02992442444628891,228.91,-0.83396851067
192,601888.SH,-0.2729399131652388,45.82,0.17246673490276362,39.08,-0.404030368284
193,002024.SZ,-0.39400864442822964,762.6,0.051398003639772746,725.32,-0.661215838181
194,601857.SH,-0.05680561179857235,13.4,0.38860103626943004,9.65,0.0551022358001
195,600060.SH,-0.4618134057028303,60.55,-0.016406757634827893,61.56,-0.805253024396
196,002411.SZ,-0.4454066480680024,40.28,0.0,40.28,-0.770400262433
197,300144.SZ,-0.3172833679359165,102.49,0.12812328013208588,90.85,-0.498228863082
198,600827.SH,-0.08604356645091621,142.57,0.3593630816170862,104.88,-0.00700774939302
199,000876.SZ,-0.4664425328125666,110.76,-0.021035884744564217,113.14,-0.815086647153
200,600016.SH,0.29818758017860897,199.38,0.7435942282466114,114.35,0.80921182245
201,002049.SZ,-0.7357641046529069,105.02,-0.29035745658490447,147.99,-1.38720460267
202,600895.SH,0.16908721208342609,253.75,0.6144938601514285,157.17,0.534964801885
203,601377.SH,0.9136638166996138,31.47,1.3590704647676162,13.34,2.11666374211
204,002065.SZ,-0.40049670599071924,263.38,0.04490994207728316,252.06,-0.674998382561
205,002131.SZ,-0.4305177828122329,95.43,0.014888865255769495,94.03,-0.738771948771
206,000060.SZ,-0.20647450123819164,222.76,0.23893214682981076,179.8,-0.262838352641
207,000963.SZ,-0.567143973583025,169.25,-0.12173732551502262,192.71,-1.02900602248
208,601992.SH,0.08638525944644843,10.6,0.5317919075144508,6.92,0.359281614918
209,601608.SH,-0.09104672227950511,7.3,0.3543599257884973,5.39,-0.0176359187752
210,600637.SH,-0.2613340296888147,126.53,0.18407261837918773,106.86,-0.379376070148
211,300104.SZ,-0.5777782927564017,259.23,-0.13237164468839935,298.78,-1.05159643328
212,002594.SZ,-0.6641055024051548,38.19,-0.2186988543371523,48.88,-1.23498072869
213,601006.SH,-0.07572088097003565,14.82,0.36968576709796674,10.82,0.0149206601006
214,000415.SZ,-0.11562751630867263,139.68,0.32977913175932977,105.04,-0.0698527298121
215,000630.SZ,-0.08748870978383816,80.09,0.35791793828416424,58.98,-0.0100776573971
216,600196.SH,-0.33722033612812385,275.75,0.10818631193987857,248.83,-0.540580826957
217,600485.SH,-0.3965341452814123,122.33,0.0488725027865901,116.63,-0.666580742206
218,601727.SH,0.07581576279787222,8.96,0.5212224108658746,5.89,0.336828906165
219,600893.SH,-0.47098584924212966,92.95,-0.025579201174127243,95.39,-0.824737982875
220,600549.SH,-0.34829238022202735,245.6,0.09711426784597507,223.86,-0.564101093778
221,601872.SH,0.433459331313441,7.29,0.8788659793814434,3.88,1.0965686694
222,000839.SZ,-0.1819520094211548,98.6,0.2634546386468476,78.04,-0.21074539259
223,002195.SZ,-0.473737170833601,86.43,-0.028330522765598606,88.95,-0.830582596335
224,600010.SH,0.01650387188363006,24.18,0.46191051995163246,16.54,0.210833065818
225,600535.SH,-0.4569453514573001,314.39,-0.011538703389297666,318.06,-0.794911850373
226,000725.SZ,-0.06854424666572362,15.71,0.3768624014022788,11.41,0.0301659348018
227,000627.SZ,-0.33432904452960277,110.53,0.11107760353839964,99.48,-0.534438876177
228,002241.SZ,-0.5550467382906169,272.37,-0.10964009022261455,305.91,-1.00330794908
229,601718.SH,0.07413358181705526,6.61,0.5195402298850577,4.35,0.333255460722
230,000069.SZ,0.06836886213607912,296.7,0.5137755102040815,196.0,0.321009506507
231,002236.SZ,-0.6492555119045359,361.58,-0.20384886383653347,454.16,-1.2034349964
232,601186.SH,1.4697037084685005,17.17,1.9151103565365029,5.89,3.29785544499
233,601669.SH,1.4380289347540838,9.4,1.8834355828220861,3.26,3.23056894189
234,000503.SZ,0.008062565332864147,238.18,0.45346921340086654,163.87,0.192901256595
235,300072.SZ,-0.5541584815526709,127.6,-0.10875183348466853,143.17,-1.00142103142
236,002183.SZ,-0.42335624715162223,107.07,0.02205040091638018,104.76,-0.723558748014
237,300251.SZ,-0.31593296385747605,225.33,0.12947368421052638,199.5,-0.495360209022
238,600372.SH,-0.41065370986504524,81.88,0.03475293820295716,79.13,-0.696574835762
239,601117.SH,0.0051103386380538796,9.82,0.4505169867060563,6.77,0.186629861811
240,002500.SZ,0.49194834033106966,16.7,0.937354988399072,8.62,1.22081646741
241,600309.SH,-0.18716865689518675,587.27,0.25823799117281565,466.74,-0.221827080801
242,600019.SH,0.16892782292175884,14.19,0.6143344709897612,8.79,0.53462621259
243,601118.SH,-0.4037399814013358,9.0,0.041666666666666595,8.64,-0.681888050123
244,600111.SH,-0.25879680967340124,334.09,0.18660983839460119,281.55,-0.373986271188
245,300168.SZ,0.2285490820283918,187.55,0.6739557300963942,112.04,0.661279241652
246,600021.SH,0.09587775560172224,15.12,0.5412844036697246,9.81,0.379446458959
247,600705.SH,0.467911140986997,418.5,0.9133177890549994,218.73,1.16975441081
248,600583.SH,-0.15340718955981242,190.88,0.29199945850819,147.74,-0.150107828848
249,600519.SH,-0.2758516318053019,1161.45,0.1695550162627005,993.07,-0.410215712087
250,600999.SH,1.0156082034171463,39.77,1.4610148514851486,16.16,2.33322349893
251,002292.SZ,-0.6076000102613646,116.12,-0.16219336219336214,138.6,-1.11494650187
252,000568.SZ,-0.2986936968423066,588.0,0.14671295122569578,512.77,-0.458738953131
253,601688.SH,1.2380985065711732,26.03,1.6835051546391755,9.7,2.80585811373
254,601933.SH,-0.3385808139694412,36.16,0.10682583409856121,32.67,-0.543470880641
255,601988.SH,0.08947707286223022,5.94,0.5348837209302326,3.87,0.365849532809
256,600188.SH,0.03840863030920949,34.38,0.4838152783772119,23.17,0.257365192899
257,600570.SH,-0.14716691629935197,774.4,0.29823973176865043,596.5,-0.136851659447
258,600685.SH,0.6339676277141528,71.78,1.0793742757821552,34.52,1.52250705902
259,000917.SZ,-0.44948365826052783,131.91,-0.004077010192525422,132.45,-0.779061027035
260,600415.SH,0.4542727639266804,242.95,0.8996794119946828,127.89,1.14078250059
261,600233.SH,-0.570446931664522,27.15,-0.12504028359651959,31.03,-1.03602247353
262,002202.SZ,-0.23764409099037684,68.77,0.20776255707762556,56.94,-0.329051696939
263,601009.SH,0.18251542985407548,25.07,0.6279220779220779,15.4,0.56349027218
264,300027.SZ,-0.3232465841337633,196.58,0.1221600639342391,175.18,-0.510896482077
265,600804.SH,-0.3764648774658141,139.7,0.06894177060218831,130.69,-0.623947735155
266,000959.SZ,-0.32612953963426766,9.29,0.11927710843373474,8.3,-0.517020724542
267,600376.SH,0.3840659985559502,74.24,0.8294726466239526,40.58,0.991642753658
268,000009.SZ,-0.4709724485709362,69.75,-0.025565800502933757,71.58,-0.824709515921
269,601919.SH,0.33000706351592174,7.51,0.7754137115839241,4.23,0.876805731205
270,600208.SH,0.30126986596449395,47.3,0.7466765140324964,27.08,0.815759500863
