,Company,FAST_mean,FAST_mean_norm
0,000157.SZ,4003690.92604,-0.190166476653
1,600887.SH,8499487.42546,0.0719729361117
2,600276.SH,6206778.42035,-0.0617095809498
3,600009.SH,2329217.84386,-0.287801098351
4,601328.SH,20762353.586,0.78699207333
5,600150.SH,5135175.05858,-0.12419227473
6,000728.SZ,6389860.71207,-0.0510344793424
7,600036.SH,31013483.9203,1.38471158451
8,600660.SH,2849213.52302,-0.257481362573
9,601998.SH,22820443.6363,0.906994506109
10,000738.SZ,2178458.67908,-0.296591513782
11,002456.SZ,1632833.23755,-0.328405661253
12,000538.SZ,6663588.87845,-0.0350740281074
13,600031.SH,6616343.78678,-0.0378287792593
14,600037.SH,2111446.34181,-0.300498846942
15,000977.SZ,2149994.92998,-0.298251168635
16,601899.SH,5846589.91238,-0.082711333137
17,601225.SH,1288673.27586,-0.348472826274
18,000718.SZ,1006110.51997,-0.364948401827
19,600737.SH,1288867.12327,-0.348461523484
20,600221.SH,4106525.21184,-0.184170449187
21,000002.SZ,12555109.8172,0.308446822843
22,002508.SZ,1291097.25,-0.348331489993
23,000776.SZ,14298762.9285,0.41011517076
24,002466.SZ,410438.681086,-0.399680638054
25,601901.SH,7903812.06897,0.0372404947811
26,600436.SH,1635733.03347,-0.328236580914
27,601633.SH,9523222.90395,0.131664565213
28,601618.SH,7327988.74138,0.003665578975
29,600795.SH,6987453.66772,-0.0161902272756
30,600170.SH,1073100.2379,-0.361042387549
31,002081.SZ,4270457.79271,-0.174611922575
32,600741.SH,4683787.29662,-0.150511642803
33,600362.SH,3846292.16453,-0.199344031491
34,002007.SZ,2143378.57128,-0.298636953085
35,000402.SZ,3086024.91554,-0.243673442357
36,000156.SZ,407363.40874,-0.399859950015
37,601018.SH,6028358.62069,-0.0721128235156
38,002602.SZ,334908.0,-0.404084655983
39,600104.SH,26290843.8188,1.10934545016
40,601989.SH,15678942.1419,0.49059020306
41,600489.SH,3505131.77061,-0.219236298708
42,601318.SH,38695682.0042,1.83264264516
43,600256.SH,2662355.24643,-0.268376633055
44,601788.SH,8622081.7931,0.0791211278828
45,600498.SH,1818387.92587,-0.317586399964
46,002074.SZ,484686.947632,-0.395351394728
47,600886.SH,7127781.5228,-0.00800803719413
48,000413.SZ,1822440.55159,-0.317350100806
49,000338.SZ,2875795.57004,-0.255931425382
50,600038.SH,1754691.92155,-0.32130036548
51,600000.SH,22367956.4746,0.880611034598
52,002152.SZ,2199659.98914,-0.29535531482
53,600029.SH,4035844.3069,-0.188291687975
54,600482.SH,788619.408379,-0.377629801504
55,601555.SH,4035655.17241,-0.188302715966
56,002252.SZ,4877677.17633,-0.139206375936
57,002304.SZ,7002966.26279,-0.0152857240217
58,000671.SZ,1617057.14474,-0.329325528446
59,600050.SH,10727305.0687,0.201871789143
60,601601.SH,20723456.2017,0.784724057537
61,600518.SH,4768594.71605,-0.145566719889
62,600271.SH,3730281.26897,-0.206108356353
63,600109.SH,5674452.29051,-0.0927482765612
64,002415.SZ,8820170.85693,0.0906712393866
65,002714.SZ,387413.383852,-0.401023189457
66,002008.SZ,1715260.81882,-0.323599501154
67,002385.SZ,1828227.46347,-0.317012679465
68,300315.SZ,1210865.87561,-0.353009594389
69,000008.SZ,427294.627324,-0.398697807126
70,000750.SZ,3341183.0511,-0.228795766326
71,600704.SH,1121455.60533,-0.358222898806
72,601958.SH,3244239.46198,-0.234448321002
73,600023.SH,535529.222316,-0.392386900221
74,600682.SH,719981.366582,-0.381631925704
75,300017.SZ,1626569.21032,-0.328770902078
76,002027.SZ,192089.93482,-0.412412044409
77,601216.SH,3212747.03448,-0.23628457103
78,600061.SH,975172.358949,-0.36675233387
79,600871.SH,298311.206897,-0.40621852967
80,300070.SZ,2378268.61561,-0.284941062203
81,002465.SZ,2059486.64887,-0.303528495502
82,600688.SH,1097141.12069,-0.35964061972
83,601668.SH,18997456.8445,0.684085058864
84,300133.SZ,1355041.07712,-0.344603074507
85,000623.SZ,2573524.31925,-0.273556157327
86,600690.SH,5748876.37532,-0.0884087816821
87,002475.SZ,2720476.59703,-0.264987712601
88,601390.SH,15299269.9422,0.468452402232
89,601169.SH,9584245.44746,0.135222647462
90,601766.SH,13493983.4635,0.363190356347
91,600547.SH,3565949.56141,-0.215690155112
92,601877.SH,3388726.51088,-0.226023618025
93,601336.SH,10768201.9879,0.204256393162
94,002153.SZ,1512751.84666,-0.335407327209
95,002146.SZ,2735866.13267,-0.264090384656
96,002470.SZ,1984865.9731,-0.307879453142
97,600018.SH,15242439.3893,0.465138745183
98,601288.SH,99467033.9613,5.37607850064
99,600068.SH,3198297.3828,-0.237127096533
100,600340.SH,6250857.54436,-0.0591394299916
101,000333.SZ,6903059.58775,-0.0211110493293
102,300033.SZ,1002729.46935,-0.365145543007
103,601600.SH,5550591.00366,-0.099970339438
104,000063.SZ,5586722.81045,-0.0978635780183
105,600663.SH,4818177.63386,-0.142675655545
106,601333.SH,2536490.07993,-0.275715537483
107,601099.SH,3099129.71562,-0.242909332015
108,000938.SZ,600295.202019,-0.388610546934
109,600588.SH,4391684.62779,-0.167543468439
110,002352.SZ,114491.335906,-0.416936637805
111,002230.SZ,2214582.53982,-0.294485215679
112,000555.SZ,557490.328348,-0.391106399326
113,600028.SH,59209862.3258,3.0287766747
114,600606.SH,862055.67354,-0.373347904086
115,600115.SH,4415198.78064,-0.166172413005
116,002424.SZ,927606.729159,-0.369525774853
117,000100.SZ,3764923.51719,-0.204088447621
118,002174.SZ,409196.970241,-0.399753039319
119,600522.SH,1233295.37548,-0.351701782542
120,600369.SH,4549564.0346,-0.158337888295
121,000858.SZ,8397817.73162,0.0660448132876
122,601111.SH,6850107.61102,-0.0241985556448
123,600585.SH,8312899.08773,0.0610934051345
124,002558.SZ,102685.10175,-0.417625031795
125,000768.SZ,5860729.77117,-0.0818868709355
126,600157.SH,1476211.44416,-0.337537912891
127,600153.SH,2961415.83635,-0.250939107261
